Name,Return over 1year,Market Capitalization,Return on equity,Return on equity preceding year,Average return on equity 3Years,Average return on equity 5Years,Average return on equity 7Years,Average return on equity 10Years,Price to Earning,Historical PE 3Years,Historical PE 5Years,Historical PE 7Years,Historical PE 10Years,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,PEG Ratio,G Factor,Price to book value,Price to Sales,Piotroski score,NPM last year,NPM preceding year,Dividend yield,Dividend Payout Ratio,Promoter holding,Public holding,Pledged percentage,Altman Z Score,Quick ratio,Debt to equity,Interest Coverage Ratio,PE Expanding,Book Value Expanding,Reducing Debt,Increasing Margin,Valuation,B Model,Growth,Financial Health ,Ownership,Score
AGI Infra,73.14,1231.38,26.24,32.13,29.92,28.18,27.34,25.9,23.16,14.5,11.07,9.89,10.25,38.41,29.38,10.45,25.46,45.48,36.25,35.45,-2.13,0.56,5,5.48,4.16,5,17.82,19.97,0.1,2.35,72.94,27.01,0,2.74,0.2,0.61,8.52,Y,Y,N,N,1,0,0,0,1,2
Agri-Tech India,16.49,120.36,-0.67,-0.43,-0.58,-0.55,-0.65,-0.76,13.14,29.76,36.59,16.44,11.35,-5.57,-1.21,21.9,8.62,-1.07,6.58,0,-6.92,2,2,1.2,1337.33,3,-406.25,-169.57,0,0,31.1,68.85,0,4.61,49.6,0,,N,Y,Y,N,0,0,0,0,0,0
Agro Tech Foods.,11.18,2131.52,1.73,3.26,3.31,4.91,5.96,6.7,804.35,120.97,102.68,73.35,53.4,-5.23,-1.6,-0.82,-0.06,-35,-23.54,-14.21,-14.89,-34.17,3,4.33,2.81,6,1.12,1.82,0.34,70.23,51.77,39.49,0,8.07,1.02,0.03,2.61,Y,Y,Y,N,0,0,0,0,1,1
AGS Transact,35.95,1020.33,-16.31,7.6,-8.15,0.6,2.73,,,25.59,25.59,25.59,25.59,-5.79,-4.02,1.69,,,,,,,1,2.19,0.71,3,-5.53,2.31,0,0,65.06,30.33,10.36,2.19,1.01,2.42,0.28,N,Y,Y,N,0,0,0,0,1,1
Ahasolar Technol,5.98,101.41,0.41,65.71,19.01,19.69,,,,62.19,62.19,62.19,62.19,181.46,197.46,,,-88.25,-58.06,,,,5,7.89,1.94,4,0.1,7.67,0,0,36.95,63.06,0,11.5,2.46,0.05,-67.67,N,N,N,N,0,0,0,0,0,0
Ahlada Engineers,-15.23,122.13,10.37,4.1,6.36,6.95,8.67,,8.83,21.18,17.19,16.05,16.05,17.75,4.63,11.87,,10.23,3.8,5.08,,2.32,3,0.89,0.46,5,5.26,3.22,3.17,15.14,49.3,50.7,0,3.75,1.56,0.31,4.99,N,Y,Y,Y,0,0,0,1,0,1
Ahluwalia Contr.,48.78,6910.77,16.36,17.05,16.56,14.11,15.01,15.88,32.24,22.54,23.57,23.2,25.38,24.83,17.05,15.26,14.91,44.14,14.57,15.18,54.46,2.21,4,4.32,1.72,7,6,6.8,0.05,0.89,55.32,6.87,0,6.32,1.91,0.07,6.47,Y,Y,N,N,0,0,0,0,1,1
Ahm. Steelcraft,1442.3,566.78,-16.94,-2.58,-7.12,-5.14,-2.83,-2.54,,,6.26,6.59,8.09,-26.51,-40.46,-21.44,-23.91,,,,,,5,6.65,1889.27,4,-528.57,-29.41,0,0,67.89,32.11,0,39.99,16.68,0,-244,N,N,N,N,0,0,0,0,1,1
AI Champ.Inds.,35.07,160.72,-71.61,-52.28,-41.68,-28.76,-20.06,-15.56,,8.47,9.88,11.57,12.35,-12.62,-19.61,-11.67,-18.33,,,,,,3,3.92,3.4,2,-96.34,-79.31,0,0,58.9,32.41,0,1.46,0.92,1.01,-26.24,N,Y,Y,N,0,0,0,0,1,1
AIA Engineering,10.26,36763.25,18.3,20.05,17.59,16.6,16.26,16.85,32.75,30.91,30.54,31.34,29.76,18.98,9.6,11.64,8.85,27.9,18.69,13.98,12.74,1.75,3,5.52,7.93,6,23.3,21.35,0.41,13.29,58.5,2.73,0,10.8,2.43,0.07,54.46,Y,Y,N,Y,1,0,0,0,1,2
Aimtron,,856.56,31.29,43.1,25.81,,,,62.94,19.01,19.01,19.01,19.01,20.58,,,,-65.69,,,,,1,,9.26,5,14.71,14.37,0,0,71.29,25.42,0,17.87,1.2,0.28,11.88,Y,N,N,Y,0,0,0,0,0,0
Aion-Tech Soluti,-24.65,229.45,-3.2,0.67,-0.63,-0.68,-0.35,-0.99,,416.82,335.31,69.87,22.09,23.1,17.56,14.05,2.39,,-8.13,,,,3,3.42,2.49,3,-2.34,0.49,0,0,53.89,46.04,0,5.78,2.28,0.23,-0.4,N,N,N,N,0,0,0,0,0,0
Airan,44.03,402.44,10.19,9.15,8.94,8.49,7.8,,12.39,26.04,28,27.52,27.52,16.75,16.8,20.34,,31.51,28.85,10.43,,0.43,3,3.19,3.73,8,11.9,10.58,0,0,72.34,27.65,0,7.1,4.24,0.01,224.17,N,Y,Y,Y,1,0,0,0,1,2
Airo Lam,16.63,195.52,12.14,12.26,12.34,12.08,12.02,12,24.72,21.98,18.41,15.9,15.74,15.33,12.93,16.45,12.35,14.94,14.4,7.02,7.46,1.72,2,2.7,0.94,4,4.07,3.74,0,0,53.02,46.97,18.86,4.28,0.71,1.09,2.94,Y,Y,N,Y,1,0,0,0,0,1
Ajanta Pharma,69.1,37090.15,23.23,17.86,21.29,21.36,21.43,24.01,43.44,27.77,26.86,25.32,27.26,13.35,15.41,11.35,13.29,8.55,16.76,7.52,13.72,2.74,4,10.48,8.56,8,19.2,15.87,1.21,78.95,66.26,7.51,11.17,16.42,1.76,0.01,165.6,Y,Y,N,Y,0,1,1,0,1,3
Ajanta Soya,26.64,341.65,1.88,0.98,12.79,16.92,13.86,13.96,33.07,17.02,8.57,9.73,8.19,3.15,8.03,5.56,8.01,-54.02,23.11,-13.37,7.56,1.43,5,2.61,0.33,7,0.24,0.1,0,0,47.31,52.67,0,8.79,0.61,0,3.86,Y,Y,Y,Y,1,0,0,0,0,1
Ajmera Realty,126.79,2985.15,12.54,9.64,9.78,8.02,9.48,9.62,26.49,20.52,18.83,15.1,13.39,26.39,12.9,14.13,24.47,50.47,6.45,6.72,20.36,4.11,5,3.38,3.84,8,14.84,16.61,0.48,13.8,74.2,23.52,7.41,4.76,2.87,0.93,2.86,Y,Y,N,N,0,0,0,0,1,1
Ajooni Biotech,83.07,121.09,5.12,3.86,4.97,4.34,4.36,4.64,54.55,123.08,150,131,131,16.33,15.07,15.87,63.95,87.08,32.22,-14.16,21.31,1.38,3,2.88,1.43,5,2.7,1.5,0,0,26.89,72.82,0,8.13,5.63,0.05,6.68,N,Y,Y,Y,1,0,0,0,0,1
Akanksha Power,,252.13,8.73,,,,,,94.43,7.91,7.91,7.91,7.91,,,,,,,,,,1,5.57,4.46,3,4.94,6.36,0,0,60.81,38.19,0,7.55,1.49,0.32,3.22,Y,N,N,N,0,0,0,0,0,0
Akar Auto Indust,10.65,105.94,13.07,19.1,18.13,8.21,10.52,9.42,18.02,14.02,13.53,11.97,12.78,25.85,6.14,10.21,10.13,57.85,-0.61,12.84,23.06,-29.54,4,2.38,0.28,5,1.47,1.88,0.61,11.78,73.06,26.93,3.62,3.56,0.51,1.87,1.77,Y,Y,N,N,1,0,0,0,1,2
AKI India,3.49,165.38,4.1,7.45,6.25,5.88,5.66,,117.29,114.92,108.95,106.61,106.61,13.12,10.29,7.05,,28.56,16.27,19.28,,5.29,4,3.12,2.35,4,2.1,1.95,0,0,54.24,41.89,0,4.59,0.97,0.42,2.19,Y,Y,Y,Y,0,0,1,0,0,1
Akme Fintrade,,393.85,8.44,8.48,7.06,9.72,,,21.82,23.91,23.91,23.91,23.91,-6.03,-3.46,,,-9.26,-32.55,,,48.49,4,,5.41,6,24.78,20.83,0,0,41.57,51.82,0,2.76,3.1,0.92,1.82,N,N,Y,Y,0,0,0,0,0,0
Aksh Optifibre,-6.42,161.4,-136.32,8.02,-28.81,-20.25,-6.49,-1.43,,96.36,81.82,22.82,14.54,-6.81,-16.11,-10.76,-0.8,,,,,,3,3.99,0.79,6,-35.87,2.51,0,0,25.24,74.76,0,1.79,0.95,2.53,-0.87,N,N,Y,N,0,0,0,0,0,0
AksharChem (I),11.08,228.66,-6.96,-0.34,-0.5,1.75,4.11,7.51,,21.19,17.19,14.62,12.5,7.01,-1.32,2.84,7.62,,,,,,5,0.88,0.72,2,-6.18,-0.28,0.18,-2.15,62.7,37.17,0,2.96,0.8,0.2,-1.2,N,Y,N,N,0,0,0,0,1,1
Akums Drugs,,13350.95,-3.57,18.87,-6.6,,,,,,,,,15.35,,,,,,,,,2,,3.2,6,-0.61,3.57,0,0,75.26,7.42,0,8,1.08,0.8,0.62,N,N,N,N,0,0,0,0,0,0
Akzo Nobel,53.33,16907.75,32.33,26.1,27.12,23.69,23.9,22.41,39.19,31.18,33.83,35.38,34.96,17.83,6.3,6.36,5.44,26.84,17.15,10.67,15.94,2.29,4,12.72,4.23,8,10.79,8.83,2.02,79.97,74.76,13.39,0,12.22,0.92,0.05,50.98,Y,Y,Y,Y,0,1,1,0,1,3
Alacrity Sec.,811.41,328.09,37.82,14.05,24.96,12.35,6.06,3.15,28.6,16.85,16.85,18.14,18.19,38.81,39.64,39.46,65.19,78.4,37.27,57.36,43.96,0.77,5,7.94,0.96,7,3.35,1.55,0,0,57.35,42.66,0,15.44,1.61,0.05,22.39,Y,Y,Y,Y,1,0,1,1,0,3
Alankit,118.7,593.02,9.47,13.85,9.05,10.09,13.1,,23.59,24.73,20.98,21.13,25.39,27.02,12.62,15.67,,3.4,-4.85,-2.77,,2.89,4,2.06,2.2,3,8.95,6.81,0,0,54.15,45.49,0,3.97,1.55,0.11,16.13,N,Y,N,Y,0,0,0,0,0,0
Albert David,62.72,759.89,21.72,12.24,16.04,13.69,12.69,12.53,10.74,9.51,9.84,10.13,11.83,13.69,2.73,3.06,2.35,52.2,22.89,24.95,19.6,0.47,5,1.98,2.11,6,20.84,10.6,0.86,8.71,62.13,35.36,0,4.89,0.74,0.01,266.18,Y,Y,N,Y,1,0,1,0,1,3
Alembic,46.73,3023.61,12.56,8.67,10.05,13.54,14.2,,10.8,9.68,8.44,7.74,7,28.91,4.93,0.97,,-7.57,4.78,9.33,,2.26,5,1.38,17.64,7,170.03,155.87,2.04,22.94,70.88,27.07,0,3.64,0.37,0,76.17,Y,N,N,Y,N,0,0,0,1,1
Alembic Pharma,42.91,20990.98,13.34,7.2,10.15,15.94,16.96,19.52,33.33,32,22.09,21.86,24.88,4.92,9.62,10.46,12.83,-18.72,0.23,5.52,9.58,31.15,0,4.36,3.33,9,9.84,6.12,1.03,35.11,69.61,10.38,0,7.99,0.99,0.11,12.99,Y,N,Y,Y,0,0,0,0,1,1
Alfa Transformer,91.5,106.12,41.85,7.82,10.06,-14.32,-11,-10.18,17.26,12.71,12.71,12.71,13.55,37.31,-4.67,10.35,6.82,37.6,47.52,21.27,15.12,0.36,4,4.82,2.27,5,15.04,3.77,0,0,46.88,53.11,0,6.65,0.85,0.42,1.57,Y,N,N,Y,1,0,1,0,0,2
Alfred Herbert,139.25,145.53,0.59,1.89,1.08,0.84,0.95,0.55,582.12,43.15,41.22,40.61,36.31,-37.35,-32.9,-24.37,-21.39,59.97,-22.26,13.12,-5.42,-26.15,3,1.21,85.61,4,37.43,72.46,0.21,45.97,73.86,26.11,0,3.17,4.94,0,12.67,Y,Y,Y,N,0,0,0,0,1,1
Algoquant Fin,72.53,1007.71,25,-8.64,10.16,-3.4,25.54,,92.88,96.64,94.2,84.8,76.15,131.82,246.21,38.28,4.65,57.34,62.96,14.94,21.63,1.47,5,22.77,14.44,7,15.19,-21.77,0,0,65.91,28.49,35.65,24.45,7.53,0.54,3.73,N,Y,N,Y,0,0,0,0,1,1
Alicon Cast.,46,1941.26,11.77,11.02,10,7.62,9.78,10.71,27.41,29.3,28.09,25.86,21.1,22.49,5.57,10.57,11.34,208.85,-0.18,9.54,8.14,8.57,5,3.46,1.18,8,3.94,3.68,0.63,19.7,54.18,33.55,0,5.22,1.09,0.6,3.27,N,Y,Y,Y,0,0,0,0,1,1
Alkali Metals,-1.58,110.36,2.74,5.66,5.13,2.88,2.9,2.83,,62.09,48.56,45.58,43.67,14.37,2.98,4.44,2.29,39.32,-3.29,13.48,10.55,,4,2.15,1.37,6,1.73,3.37,0.92,90.09,69.59,30.35,30.06,3.45,0.44,0.44,0.42,N,Y,N,N,0,0,0,0,1,1
Alkem Lab,61.7,71052.1,19.56,12.12,17.42,18.68,17.78,18.1,33.15,33.65,28.16,30.69,28.4,12.63,11.48,12.12,15.07,6.78,19.88,11.33,-8.05,1.67,1,6.89,5.58,9,15.08,9.45,0.67,26.63,55.66,16.12,0,10.15,1.9,0.14,22.58,N,Y,Y,Y,1,0,0,0,1,2
Alkyl Amines,-8.19,10234.88,12.29,21.46,19,25.35,25.27,25.31,69.16,61.73,59.03,50.23,22.66,5.06,11.22,16.3,12.44,-20.39,12.29,16.79,13.29,5.6,2,8.07,7.15,5,10.39,13.76,0.5,34.36,71.96,23.31,0,12.95,1.19,0,55.45,Y,Y,Y,N,0,0,0,1,1,2
All E Tech,113.68,842.1,17.88,15.97,17.92,,,,35.53,26.59,26.59,26.59,26.59,23.88,,,,-49.4,,,,,6,6.47,6.5,7,16.91,13.21,0.24,10.25,50.05,40.52,0,11.19,4.27,0,,Y,Y,Y,Y,0,0,0,0,0,0
Allcargo Gati,-33.32,1408.29,-4.12,-1.22,-2.53,-5.24,-2.2,-0.17,,1606.82,1541.57,33.75,35.91,8.91,-1.84,0.06,4.3,11.61,,,,,3,1.96,0.84,3,-1.52,-0.48,0,0,46.1,48.47,0.01,3.88,1.19,0.61,-0.18,N,Y,N,N,0,0,0,0,0,0
Allcargo Logist.,-13.32,5404.32,4.94,20.1,19.56,15.32,14.16,13.78,226.07,14.27,13.9,13.29,14.23,7.9,13.85,13.06,10.5,4.8,-10.56,-7.17,-0.64,-21.41,3,2.14,0.39,2,1,3.45,2,65.65,63.37,22.87,0,3.85,1.08,0.73,0.73,Y,Y,Y,N,0,0,0,0,1,1
Allcargo Termi,0.6,946.66,20.15,55.05,,,,,21.31,27.96,27.96,27.96,27.96,,,,,,,,,,3,3.98,1.28,4,6.14,8.31,0,0,67.52,25.63,0,3.64,0.7,1.76,2.84,N,N,N,N,0,0,0,0,1,1
Alldigi Tech,51.28,1480.72,25.98,21.26,20.49,18.93,19.03,20.38,23.83,19.41,17.96,15.81,13.3,19.26,12.44,5.71,8.93,21.09,26.04,0.52,16.02,0.92,6,5.54,2.9,7,13.15,11.96,4.63,107.16,73.39,24.96,0,9.93,3.39,0.15,22.64,Y,N,N,Y,1,1,1,0,1,4
Alliance Integ.,77.83,608.22,,,,,,,,,,,213.33,-2.61,-7.28,-6.05,-8.85,6.72,-2.16,-9.84,,,2,,7.89,5,-130.55,-164.46,0,0,62.94,35.66,20,1.46,0.1,,-0.19,N,N,Y,Y,0,0,0,0,1,1
Allied Blenders,,8384.31,0.59,0.4,0.46,,,,3522.82,4338.57,4338.57,4338.57,4338.57,12.32,,,,-2.79,,,,,1,,2.52,8,0.07,0.05,0,0,80.91,12.11,0,7.02,0.73,2.05,1.1,N,N,Y,Y,0,0,0,0,1,1
Allied Digital,138.93,1548.53,8.23,10.07,8.89,7.2,5.98,4.08,32.47,16.23,13.56,12.15,13.78,24.26,23.44,18.03,9.97,29.75,33.3,96.84,14.44,0.9,3,2.65,2.22,3,6.67,8.14,0.54,18.09,52.09,46.28,0,5.99,3.22,0.1,13.47,Y,Y,N,N,1,0,0,0,0,1
Almondz Global,97.91,461.76,8.74,7.98,9.06,8.63,7.73,6.36,22.02,13.82,12.37,12.16,11.24,22.93,9.34,12.23,2.06,-0.59,23.17,67.04,13.8,0.92,2,2.01,3.6,7,16.14,20.58,0,0,50.6,47,0,4.34,2.3,0.11,7.77,Y,Y,N,N,1,0,0,0,0,1
Alok Industries,18.3,10337.63,,,,,,,,,,,2.98,12.71,10.45,-6.35,-12.68,19.43,14.32,9.77,,,3,,2.24,4,-15.36,-12.92,0,0,75,22.16,0,-1.13,0.29,,-0.49,N,N,N,N,0,0,0,0,1,1
Alpa Laboratorie,48.38,225.86,12.01,9.82,9.72,7.69,6.27,5.58,11.94,11.74,12.76,15.56,13.64,3.71,7.12,7.97,6.77,49.12,81.66,27.22,18.24,0.15,3,1.49,2.16,5,15.86,13.56,0,0,57.29,41.97,0,4.45,2,0.03,61.08,Y,Y,N,Y,1,0,0,0,0,1
Alpex Solar,,1944.17,26.22,9.45,16.15,,,,86.03,91.8,91.8,91.8,91.8,40.57,,,,,,,,,2,14.85,4.71,6,5.48,1.92,0,0,68.76,30.09,0,18.36,1.75,0.27,5.52,N,N,N,Y,0,0,0,0,0,0
Alphageo (India),43.86,270.66,0.34,-0.08,1.51,0.57,5.84,8.65,23.58,22.77,13.56,7.97,9.9,-11.66,-24.61,-14.92,0.46,-46.79,-53.35,-43.44,-29.38,-0.44,4,0.97,2.28,7,2.7,-0.35,1.88,1343.16,46.08,52.09,9.57,4.13,13.45,0,70.48,Y,Y,Y,Y,0,0,0,0,0,0
Alphalogic Indu,44.16,234.35,20.09,84.39,32.74,,,,76.34,5.59,5.59,5.59,5.59,145.32,,,,-16.77,,,,,3,11.21,3.48,4,4.94,12.16,0,0,73.81,26.19,0,17.32,2.49,0.16,11.68,Y,N,N,N,0,0,0,0,1,1
Alphalogic Tech.,279.71,889.47,12.25,14.7,12.69,,,,188.45,75.32,76.85,76.85,76.85,114.28,,,,73.33,,,,,4,21.92,13.01,5,9.79,18.32,0,0,73.78,26.21,0,27.09,2.56,0.12,12.56,Y,Y,N,N,0,0,0,0,1,1
Alpine Housing,-16.52,175.56,3.22,3.24,3.12,3.68,3.97,4.27,52.72,72.63,32.5,12.45,11.25,9.19,12.13,10.26,3.42,-4.5,-3.45,-2.73,3.98,-15.28,0,2.21,3.33,7,4.56,5.08,0.49,0,73.86,25.94,0,3.92,1.22,0.21,2.95,N,Y,Y,N,1,0,0,0,1,2
Altius Telecom,5.84,48755.35,5.48,3.84,3.91,,,,47.91,46.63,46.63,46.63,46.63,16.03,,,,41.2,,,,,3,3.11,3.59,6,6.45,6.27,,0,75,,0,2.44,0.5,2.35,1.52,Y,N,N,Y,0,0,0,0,0,0
Alufluoride,-12.79,294.13,22.21,22.06,17.95,15.26,16.5,16.08,15.99,22.91,22.25,18.96,11.9,61.41,19.84,23.83,18.8,220.35,16.09,30.82,31.91,0.86,5,3.41,1.82,7,10.68,10.15,0.8,12.93,59.94,38.72,0,6.79,1.16,0.28,9.21,N,Y,Y,Y,1,0,0,1,1,3
Aluwind,,154.05,36.21,17.5,22.86,,,,20.46,5.88,5.88,5.88,5.88,58.08,,,,-61.52,,,,,3,,1.85,5,9.03,5.59,0,0,72.13,27.87,0,7.23,1.14,0.51,13.62,Y,N,N,Y,0,0,0,0,0,0
Amal,8,466.63,2.42,-31.1,-8.57,,,,54.13,125.71,98.72,98.72,98.72,41.45,,,,-42.48,,,,,4,6.15,4.78,9,1.94,-26.3,0,0,71.35,28.64,0,9.67,0.55,0.11,4.01,N,Y,N,Y,0,0,0,0,1,1
Amara Raja Ener.,99.97,22728.09,14.02,14.54,13.53,14.72,14.98,16.4,24.19,16.44,17.24,20.58,25.68,16.35,10.64,11.31,12.6,9.46,11.62,8.56,8.49,1.84,6,3.36,1.96,6,7.95,7.39,0.8,20,32.86,29.43,0,7.21,0.89,0.02,39.59,Y,Y,N,Y,1,0,1,0,0,2
Amarjothi Spg.,18.33,124.61,4.51,5.94,7.78,8.53,8.95,9.94,9.21,9.64,7.4,6.92,6.87,4.22,-2.24,-1.91,-0.45,-21.1,-6.25,-6.7,-8.79,-1.47,5,0.69,0.62,5,4.23,4.83,1.19,18.52,60.08,39.91,0,3.11,1.68,0.36,3.25,N,Y,Y,N,0,0,0,0,1,1
Amba Enterprises,121.89,245.55,18.74,16.94,20.8,17.64,15.72,13.68,36.43,18.3,13.49,14.21,19.62,36.51,26,28.75,45.96,41.73,40.83,29.08,29.26,0.89,4,6.87,0.85,3,2.18,2.15,0.26,0,43.01,56.98,0,13.12,2.12,0.33,31.26,Y,Y,N,Y,1,0,1,0,0,2
Ambalal Sarabhai,29.41,394.81,4.22,9.27,14.6,17.11,14.33,,33.52,15.2,13.63,15.29,15.29,2.01,2.91,3.77,5.18,-21.54,5.9,13.99,8.66,5.68,3,2.88,2.22,4,3.26,6.83,0,0,31.35,68.65,0,4.48,1,0.34,4.45,Y,Y,N,N,0,0,0,0,0,0
Ambar Protein,-1.86,109.25,13.4,13.7,17.1,18.39,19.67,21.99,30.26,32.95,32.52,32.51,32.51,2.3,7.78,8.04,7.68,-6.47,9.18,3.9,44.38,3.3,3,4.36,0.32,9,0.94,0.81,0,0,71.35,28.65,0,9.92,0.61,1.02,2.96,N,Y,Y,Y,0,0,0,0,1,1
Amber Enterp.,112.27,20835.52,6.74,8.75,7.39,8.22,8.51,8.58,112.13,72.42,78.06,69.7,69.7,30.46,19.58,22.22,21.33,16.33,5.95,23.22,14.95,15.11,5,9.87,2.55,5,2.09,2.4,0,0,39.79,16.02,0,7.37,0.66,0.96,2.43,Y,Y,N,N,0,0,0,0,0,0
Ambey,,148.68,31.47,27.69,33.64,,,,18.65,2.73,2.73,2.73,2.73,13.8,,,,-72.77,,,,,1,,1.23,5,6.62,5.05,0,0,69.9,24.53,0,5.86,0.87,0.94,3.37,Y,N,Y,Y,0,0,0,0,0,0
Ambika Cotton,0.94,874.47,6.9,14.52,15.51,14.33,14.37,14.62,13.72,8.6,8.98,9.6,10.1,9.14,4.65,6.55,5.62,-5.24,-1.77,0.56,2.11,-7.75,5,1.02,1.08,2,7.02,13.2,2.29,31.85,50.17,48.27,0,4.34,1.62,0.1,5.12,Y,Y,N,N,1,0,0,0,0,1
Ambuja Cements,32.46,136136.83,10.34,10.71,10.89,10.48,10.11,9.89,42.81,36.74,27.71,26.03,26.96,10.59,4.95,7.42,13.73,7.59,6.28,18.02,7.16,5.06,2,3.14,4.16,7,13.5,8.38,0.36,12.29,67.57,6.64,0,5.17,1.69,0.02,19.08,Y,Y,N,Y,0,0,0,0,1,1
AMD Industries,-7.07,116.15,-1.09,13.21,5.92,3.69,2.75,2.66,90.74,12.48,11.15,13.99,13.62,32.79,12.27,9.29,4.29,2.14,,,,,3,0.74,0.43,4,-0.62,5.62,0,0,66.69,33.3,0,2.74,0.83,0.67,1.17,Y,Y,N,N,0,0,0,0,1,1
Ami Organics,29.24,6175.99,9.37,15.02,14,16.77,17.93,,96.9,52.95,53.31,53.31,53.31,28.19,24.64,23.88,,-2.13,-6.2,-20.51,,4.71,3,8.26,8.34,3,9.43,13.59,0.2,25.87,35.97,30.24,0,11.24,1.19,0.32,11.45,Y,Y,N,N,0,0,0,0,0,0
Amic Forging,,1319.34,28.92,70.39,36.02,,,,107.97,7.11,7.11,7.11,7.11,68.31,,,,13.26,,,,,3,20.42,10.49,4,9.71,8.39,0,0,57.82,40.21,0,26.19,1.96,0.06,32.71,Y,N,Y,Y,0,0,0,0,0,0
Amines & Plast.,102.07,1560.37,19.78,13.26,16.48,19.57,20.07,20.8,38.46,25.43,21.19,20.14,20.01,13.55,7.29,11.88,10.25,6.92,19.38,15.19,28.24,1.98,2,7.09,2.41,9,6.16,3.83,0.18,6.9,73.17,26.83,0,10.13,1.54,0.39,5.39,Y,Y,N,Y,1,0,0,0,1,2
AMJ Land Holdin.,51.27,194.75,5.88,4.22,5.59,5.43,5.04,6.24,15.42,17.46,16.2,17.52,13.07,71.41,22.45,12.09,-14.42,37.26,16.8,2.83,-3.89,0.92,6,1.09,2.71,6,17.57,17.83,0.42,7.39,65.9,34.09,0,3.24,0.67,0.08,10.54,N,Y,N,N,1,0,0,0,1,2
Amrutanjan Healt,19.44,2086.91,15.49,14.32,18.8,20.74,19.99,19.65,49.01,42.07,41.01,42.03,40.42,8.17,10.71,10.69,12.35,-9.46,13.1,11.04,11.59,3.81,3,7.23,4.89,8,10.65,10.49,0.64,29.56,46.52,40.5,0,12.64,3.82,0.01,310.84,Y,Y,N,Y,0,0,0,0,0,0
Anand Rathi Wea.,115.73,16736.42,40.28,41.49,41.33,38.52,,,63.45,36.92,36.92,36.92,36.92,40.15,21.81,,,48.61,19.89,,,2.05,6,30.23,19.76,6,30.04,30.17,0.35,26.02,48,38.72,0.01,35.31,2.5,0.12,46.86,Y,Y,N,N,0,1,0,1,1,3
Anant Raj,173.99,22585.3,8.05,5.45,5.42,3.67,2.86,2.7,75.07,42.07,41.27,33.34,14.33,81.12,33.52,17.99,11.87,197.99,41.16,16.79,8.36,1.65,4,6.18,13.78,6,18.27,15.56,0.11,9.57,60,20.26,0,9.68,2.85,0.17,12.88,Y,Y,Y,Y,N,0,1,0,1,2
Andhra Cements,-12.79,790.93,-26.96,,,,,,,10.11,10.11,10.11,10.11,1289.22,-3.55,-3.71,,-14.06,-64.14,,,,2,3.32,2.57,3,-32.79,,0,0,90,9.65,26.39,1.47,0.29,2.93,-0.91,N,Y,Y,N,0,0,0,0,1,1
Andhra Paper,-18.88,1868.99,19.1,39.97,24.51,20.43,21.19,18.66,7.51,5.98,6.32,8.07,10.11,26.63,4.76,6.32,5.13,333.37,10.15,30.01,25.8,0.74,7,0.99,1.14,4,18.43,25.49,2.13,11.71,72.45,21.67,0,3.46,0.45,0.06,63.24,Y,Y,N,N,0,0,0,0,1,1
Andhra Petrochem,3.31,691.23,11.94,4.05,21.57,20.79,22.94,16.34,8.85,10.28,9.46,8.93,8.93,11.69,3.44,13.31,11.77,-6.08,-1.93,42.99,16.15,-4.59,7,1.24,0.95,8,8.03,2.99,2.46,26.8,45.04,53.8,0,4.89,8.02,0.15,13.2,N,Y,N,Y,1,0,0,0,0,1
Andhra Sugars,-15.54,1268.88,4.7,12.58,11.25,12.16,12.73,11.69,17.86,9.49,7.56,7.9,8.52,7.87,6.59,5.77,5.59,-19.09,-16.95,-6.82,3.68,-1.05,2,0.8,0.67,5,3.92,8.33,1.07,18.05,47.19,50.13,2.24,3.4,1.31,0.02,60.65,Y,Y,Y,N,0,0,0,1,0,1
Andrew Yule & Co,22.99,1859.48,-12.94,3.28,-3.71,-1.66,-0.23,2.56,,94.53,91.52,67.82,47.61,-2.13,-0.11,-4.29,-2.07,,,,,,4,5.48,6.06,3,-15.12,3.33,0,0,89.25,8.54,0,5.07,0.6,0.34,-3.14,N,Y,N,N,0,0,0,0,1,1
Angel One,10.37,25231.46,43.29,47.12,45.16,41.68,39.22,,19.17,18.12,19.82,19.82,19.82,49.11,40.6,38.36,,54.1,64.61,29.83,,0.27,6,4.78,4.73,2,26.35,29.39,1.24,25.86,35.61,39.39,0,3.5,1.39,0.59,9,Y,Y,N,N,1,0,0,1,0,2
ANI Integrated,203.97,182.51,11.43,5.67,9.84,,,,27.45,16.59,14.47,14.47,14.47,22.4,,,,9.53,,,,,3,3.26,0.92,4,3.01,1.63,0,0,74.97,28.25,0,6.51,1.9,0.46,3.33,Y,Y,N,Y,0,0,0,0,1,1
Anik Industries,118.13,220.34,0.15,1.35,1.19,-1.26,-1.53,,,10.85,10.42,10.42,10.42,-9.05,-30.14,-20.22,,8.65,15.31,10.44,,,1,0.57,2.36,7,0.59,4.37,0,0,37.81,55.56,0,2.66,5.46,0.02,7.15,N,Y,Y,N,0,0,0,0,0,0
Anjani Portland,-14.98,488.5,-12.46,-17.89,,,,,,161.97,161.97,161.97,161.97,,,,,,,,,,2,1.66,0.84,6,-6.31,-8.87,0,0,75,24.82,0,1.64,0.4,1.45,-0.75,N,Y,N,Y,0,0,0,0,1,1
