Name,Return over 1year,Market Capitalization,Return on equity,Return on equity preceding year,Average return on equity 3Years,Average return on equity 5Years,Average return on equity 7Years,Average return on equity 10Years,Price to Earning,Historical PE 3Years,Historical PE 5Years,Historical PE 7Years,Historical PE 10Years,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,PEG Ratio,G Factor,Price to book value,Price to Sales,Piotroski score,NPM last year,NPM preceding year,Dividend yield,Dividend Payout Ratio,Promoter holding,Public holding,Pledged percentage,Altman Z Score,Quick ratio,Debt to equity,Interest Coverage Ratio,PE Expanding,Book Value Expanding,Reducing Debt,Increasing Margin,Valuation,B Model,Growth,Financial Health ,Ownership,Score
Phoenix Mills,64.14,53001.44,12.13,11.09,9.68,8.37,8.75,8.31,50.14,51.71,53.73,49.27,47.85,56.34,14.98,11.82,10.67,175.25,19.65,27.39,22.06,2.14,2,5.31,12.88,6,33.03,35.09,0.17,8.13,47.27,4.07,0,5.51,0.98,0.47,5.07,N,Y,N,N,N,0,0,0,1,1
Altius Telecom,5.84,48755.35,5.48,3.84,3.91,,,,47.91,46.63,46.63,46.63,46.63,16.03,,,,41.2,,,,,3,3.11,3.59,6,6.45,6.27,,0,75,,0,2.44,0.5,2.35,1.52,Y,N,N,Y,0,0,0,0,0,0
Embassy Off.REIT,27.55,36924.25,3.94,1.97,3.06,3.05,,,16.61,43.42,40.7,40.7,40.7,15.8,,,,10.8,141.92,,,0.11,5,1.54,9.36,8,24.6,14.02,2.93,264.63,7.69,,0,2.08,0.3,0.85,1.74,N,N,N,Y,1,0,0,0,0,1
IRB Infra.Devl.,53.68,30672.08,4.38,5.43,4.56,4.95,6.76,8.06,50.12,31.19,27.41,21.17,14.08,11.82,2.01,3.44,7.1,43.98,-16.34,-9.8,-3.35,-7.4,4,2.23,4.02,5,8.01,11.01,0.59,29.9,30.42,15.49,55.27,1.97,1.1,1.36,1.5,Y,Y,Y,N,1,0,0,0,0,1
Brigade Enterpr.,90.37,28831.91,11.71,6.34,7.3,5.6,6.37,6.8,63.38,86.91,82.66,25.48,19.41,35.92,10.5,13.45,17.86,143.83,8.37,9.66,13.31,5.73,5,7.48,5.42,5,8.24,5.67,0.17,10.23,41.37,16.14,0,3.51,0.3,1.5,2.21,N,Y,N,Y,0,0,0,0,1,1
Anant Raj,173.99,22585.3,8.05,5.45,5.42,3.67,2.86,2.7,75.07,42.07,41.27,33.34,14.33,81.12,33.52,17.99,11.87,197.99,41.16,16.79,8.36,1.65,4,6.18,13.78,6,18.27,15.56,0.11,9.57,60,20.26,0,9.68,2.85,0.17,12.88,Y,Y,Y,Y,N,0,1,0,1,2
Nexus Select,15.29,21887.21,7.45,,,,,,33.97,33.59,33.59,33.59,33.59,,,,,,,,,,4,1.48,9.89,3,29.02,,,52.71,43.13,,0,3.09,1.39,0.29,2.64,Y,N,N,N,0,0,0,0,0,0
Mindspace Busine,18.3,21700.91,3.76,2.2,2.96,3.03,,,40.77,45.56,45.57,45.57,45.57,29.28,11.43,,,21.02,,,,15.68,4,1.57,8.63,7,23.65,15.84,,53.66,63.48,,0,2.54,0.52,0.56,2.92,N,N,N,Y,0,0,0,0,0,0
SignatureGlobal,144.47,19254.88,-7.29,,,,,,638,1022.2,1022.2,1022.2,1022.2,147.26,,,,25.73,,,,,4,30.73,13.05,6,-2,-4.19,0,0,69.63,13.46,0,4.24,0.29,3.09,1.84,N,N,N,Y,0,0,0,0,1,1
Ircon Intl.,37.12,18165.12,16.37,15.45,15.08,13.34,12.78,12.75,18.8,9.88,9.91,9.51,9.51,32.09,20.78,21.99,12.21,32.84,15.52,16.13,-12.75,1.21,6,3.09,1.52,6,7.36,7.36,1.61,31.36,65.17,28.99,0,3.4,1.57,0.44,8.84,Y,Y,N,N,1,0,0,0,1,2
NCC,88.52,17429.02,11.41,9.99,9.34,8.21,8.65,7.08,22.72,13.64,13.3,13.73,17.79,37.9,10.08,12.75,11.11,39.98,2.43,73.43,54.84,6.78,6,2.62,0.79,7,3.65,4,0.79,19.44,22,44.78,0,3.9,1.18,0.15,2.85,Y,Y,Y,N,0,0,0,0,0,0
National High,9.27,17176.71,2.7,3.82,3,,,,67.02,32.9,32.9,32.9,32.9,,,,,,,,,,3,1.2,13.51,4,30.2,36.83,,0,15.48,,0,1.81,0.38,0.82,1.33,Y,Y,N,N,0,0,0,0,0,0
Afcons Infrastr.,,17026.18,14.49,17.08,16.05,,,,37.17,,,,,12.27,,,,38.74,,,,,3,,1.28,5,3.45,3.37,,18.94,,,,3.19,0.98,0.94,2.19,N,N,N,Y,0,0,0,0,0,0
Cube Highways,20.5,16080.1,-12.5,,,,,,,,,,,,,,,,,,,,4,1.2,5.17,4,-27.69,,,0,60.84,,0,1.96,0.8,0.83,0.29,N,N,N,N,0,0,0,0,0,0
Sobha,125.45,15676.11,1.97,4.24,4.07,5.3,6.67,6.83,363.55,70.17,55.57,44.36,24.38,13.65,-2.09,4.81,3.6,-7.44,-30.16,-15.36,-14.13,-12.05,3,6.59,5.54,5,1.59,3.15,0.19,57.94,52.77,12.87,0,2.55,0.18,0.77,1.29,Y,Y,Y,N,0,0,0,0,1,1
G R Infraproject,34.17,14635.41,15.58,26.11,19.91,22.24,23.75,24.83,15.32,11.54,12.13,12.13,12.13,4.61,11.2,15.94,25.64,5.09,9.34,-0.79,23.15,1.75,5,1.93,1.72,5,12.02,15.25,0,0,74.71,3.09,0,4.15,2.57,0.5,3.38,Y,Y,Y,N,1,0,0,0,1,2
Brookfield India,21.6,14028.44,-0.04,1.52,1.41,,,,231.91,63.74,64.93,64.93,64.93,138.68,,,,,,,,,4,1.24,6.88,3,-0.22,10.96,,0,40.16,,0,1.64,0.45,1.07,1.13,Y,Y,N,N,0,0,0,0,0,0
Raymond,45.05,10389.83,44.5,22.89,30.6,19.37,16.92,14.25,18.98,11.49,10.8,13.96,16.24,37.81,6.5,7.74,7.09,99.41,55.22,76.09,31.74,0.33,5,2.25,1.59,5,18.6,7.44,0.64,4.06,48.87,28.11,11.99,2.81,0.63,0.91,4.05,Y,Y,N,Y,1,0,1,0,1,3
KPI Green Energy,176.67,9937.07,29.58,53.44,35.42,31.32,,,50.74,25.8,23.1,23.1,23.1,115.52,97.25,,,87.66,96.92,,,0.5,4,10.93,8.4,5,15.8,17.08,0.05,1.68,48.77,39.8,45.5,8.4,1.12,1.24,3.86,Y,Y,N,N,0,0,0,0,1,1
ITD Cem,165.7,9167.44,19.76,10.44,12.61,9.53,10.08,8.82,28.5,24.16,24.85,24.19,26.06,41.44,19.47,14.8,17.61,170.27,26.38,24.33,34.72,1.08,6,6.14,1.11,9,3.5,2.44,0.32,10.67,46.64,30.06,0,4.82,0.92,0.6,3,Y,Y,N,Y,1,0,1,0,1,3
Puravankara,170.86,9059.93,2.17,2.92,4.14,3.39,3.76,4.09,121.15,84.19,34.88,19.89,16.16,31.39,1.28,6.49,5.25,133.13,-18.11,-13.86,-12.51,-6.69,5,4.81,3.59,7,1.92,4.76,1.65,353.55,75,7,0,2.23,0.2,1.77,1.26,Y,Y,N,N,0,0,0,0,1,1
Max Estates,,8824.95,-1.39,1.94,,,,,,,,,,,,,,,,,,,3,6.89,76.63,3,-23.26,16.41,0,0,45.26,21.47,0,5.3,0.58,0.82,0.52,N,N,N,N,0,0,0,0,1,1
National Standar,-3.96,8807,5.85,3.43,6.65,5.55,5.22,12.28,531.18,662.57,631.42,630.39,630.39,8.22,9.11,-21.01,-15.17,22.7,25.37,-13.72,-7.24,20.94,5,33.04,363.33,7,68.98,47.55,0,0,73.94,26.05,0,54.95,64.14,0,,N,Y,N,Y,N,0,0,0,1,1
Keystone Realtor,25.04,8607.96,6.4,6.11,8.37,,,,95.46,53.29,53.29,53.29,53.29,37.83,,,,-25.07,,,,,4,4.33,3.63,6,5,11.59,0,0,78.35,2.11,0,3.67,0.38,0.61,3.29,Y,Y,Y,N,0,0,0,0,1,1
Valor Estate,-2.63,8528.22,35.96,-37.12,4.1,-4.72,-5.1,-3.42,6.81,8.91,8.87,8.88,38.05,144.16,-0.43,14.22,1.17,54.1,46.5,42.72,46.91,0.1,5,1.7,19.63,6,347.16,-90.55,0,0,47.38,48.78,42.1,3.19,0.74,0.44,15.19,N,N,Y,Y,N,0,0,0,0,0
H.G. Infra Engg.,44.56,8501.25,24.08,29.36,27.37,26.52,25.97,,15.76,11.24,10.63,10.78,10.78,27.26,21.7,26.18,,30.41,32.84,15.36,,0.48,7,3.46,1.53,5,9.8,10.67,0.11,0.15,74.53,12.92,0,5.15,1.57,0.62,4.36,Y,Y,N,N,1,0,0,0,1,2
Ganesh Housing,150.26,8275.33,41.58,12.17,24.43,10.64,8.75,8.48,17.04,22.23,22.23,15.22,8.66,74.35,28.09,12.07,12.18,66.15,59.29,22.01,18.76,0.22,7,4.78,9.1,8,51.75,16.59,1.11,19.91,73.06,25.91,0,10.09,3.88,0.02,168.97,N,Y,Y,Y,1,1,0,0,1,3
PNC Infratech,-8.48,7983.5,18.82,16.21,17.36,18.05,17.8,17.04,6.12,12.99,12.96,13.99,14.28,14.33,18.04,21.19,20.32,23.86,21.86,33.62,29.86,0.28,5,1.54,0.91,6,10.3,8.06,0.19,1.69,56.07,8.39,0,2.57,1.51,1.55,3.49,N,Y,N,Y,1,0,0,0,1,2
KNR Construct.,5.42,7818.32,23.72,15.5,19.05,18.82,19.48,18.55,9.96,17.43,17.24,17.24,19.52,15.12,14.09,15.23,17.34,32.77,23.86,32.55,28.93,0.42,6,2.21,1.76,6,16.91,9.71,0.09,0.9,48.81,14.06,0,4.71,2.02,0.36,9.13,N,Y,N,Y,1,0,0,0,1,2
Sunteck Realty,26.43,7789.42,2.38,0.05,1.14,1.54,3.46,4.1,77.55,149.45,133.99,84.74,31.44,-2.75,-7.99,-7.19,-4.82,14.98,-20.93,-16.07,-8.7,-3.71,4,2.49,9.61,6,12.46,0.39,0.28,30.98,63.24,8.74,0,2.69,0.21,0.12,3.19,N,Y,Y,Y,1,0,0,0,1,2
Mahindra Life.,-2.21,7665.38,4.66,1.73,3.53,0.62,2.13,4.22,63.79,82.13,68.56,32.46,23.8,8.46,-18.58,-16.7,-11.32,47.22,-6.32,-2.58,-1.57,-10.29,1,4.18,26.25,3,40.4,5.19,0.54,41.81,51.15,18.12,0,3.15,0.26,0.51,6.43,N,Y,N,Y,N,0,0,0,1,1
Ahluwalia Contr.,48.78,6910.77,16.36,17.05,16.56,14.11,15.01,15.88,32.24,22.54,23.57,23.2,25.38,24.83,17.05,15.26,14.91,44.14,14.57,15.18,54.46,2.21,4,4.32,1.72,7,6,6.8,0.05,0.89,55.32,6.87,0,6.32,1.91,0.07,6.47,Y,Y,N,N,0,0,0,0,1,1
Welspun Enterp,87.82,6894.39,12.56,13.12,11.22,10.36,9.66,6.44,20.72,15.07,12.94,14.13,15.41,23.37,9.96,37.73,27.99,34.83,22.43,61.71,16.21,1,4,2.97,2.24,5,11.08,9.91,0.6,13.88,54.51,34.37,0,4.21,1.48,0.33,5.47,Y,Y,Y,Y,1,0,1,1,1,4
Equinox India,45.77,6851.61,-15.02,-12.09,-10.05,-4.97,8.56,7.03,,194.1,42.17,15.6,13.33,-35.21,-39.11,-21.83,-13.36,,,,,,5,1.5,9.08,2,-100.92,-68.48,0,0,0,64.75,0,2.77,0.37,0.08,-21.41,N,N,Y,N,0,0,0,0,0,0
Dilip Buildcon,52.6,6827.51,1.39,-7.47,-6.28,-0.79,4.36,6.53,40.31,113.45,29.07,27.39,23.36,5.72,5.02,12.62,17.55,-40.63,-37.23,-23.75,-22.89,-1.11,3,1.61,0.56,8,0.49,-2.66,0.21,7.54,70.15,17.27,15.47,2.32,0.81,1.71,1.21,N,Y,Y,Y,1,0,0,0,1,2
Man Infra,17.49,6550.51,24.13,26.43,25.9,18.3,15.79,13.19,22.56,18.76,24.13,20.61,24.49,43.55,27.75,15.83,12.27,111.75,48.31,28.8,26.64,0.47,5,4.92,5.98,7,23.3,15.23,0.92,20.02,67.18,27.4,0,7.61,2.3,0.1,14.32,Y,Y,Y,Y,1,1,1,0,1,4
TARC Ltd,132.66,6443.43,-5.77,1.66,-7.08,,,,,119.02,124.51,124.51,124.51,-16.43,,,,,,,,,3,5.06,113.62,4,-67.99,6.03,0,0,64.96,29.01,0,3.81,0.21,1.09,0.06,N,N,N,N,0,0,0,0,1,1
NESCO,36.6,6267.06,17.03,16.68,15.45,15.31,15.78,16.74,17.58,18.34,18.74,19.66,18.99,32.57,13.48,12.05,15.46,28.12,15.02,11.5,17.75,1.17,5,2.73,9.18,7,53.49,55.88,0.67,11.65,68.54,23.45,0,5.85,0.83,0,33.84,N,Y,N,N,1,0,0,0,1,2
Hind.Construct.,49.34,6116.45,,,,,,,,6.06,6.66,6.35,6.35,-5.29,-7.85,-4.77,-3.17,17.66,,8.97,5.5,,3,,0.89,8,-1.86,-5.28,0,0,18.59,65.69,76.84,2.22,1.08,,0.86,N,Y,Y,Y,0,0,0,0,0,0
India Infr Trust,-3.23,5976,31.35,18.36,20.96,6.22,,,7.34,12.17,12.17,12.17,12.17,26.96,165.27,,,56.6,60.19,,,0.12,4,2.37,1.63,7,22.21,19.56,,0,75,,0,1.45,0.74,2.57,2.35,N,N,Y,Y,1,0,0,0,0,1
Ceigall India,,5959.55,39.9,32.05,36.01,,,,20.17,20.47,20.47,20.47,20.47,51.38,,,,-74.5,,,,,4,,1.97,5,9.75,7.94,0.15,3.85,82.06,8.09,0,6.39,1.41,1.2,5.18,N,N,N,Y,0,0,0,0,0,0
J Kumar Infra,68.29,5275.02,13.19,12.4,12.09,10.25,10.26,10.18,15.42,10.04,9.87,9.62,13.23,23.81,11.85,17.22,15.19,73.06,13.26,17.35,11.13,1.16,5,2,1.05,8,6.73,6.53,0.57,9.21,46.64,26.78,22.67,4.55,1.54,0.22,4.56,Y,Y,N,Y,1,0,1,0,1,3
Bharat Hig.InvIT,,5007.86,,,,,,,338.14,325.2,325.2,325.2,325.2,,,,,,,,,,4,1.01,41.49,2,12.27,,,0,15,,0,2.65,4.03,0.23,1.79,Y,N,N,N,0,0,0,0,0,0
Oracle Fin.Serv.,176.87,94447.61,28.98,24.81,26.99,26.59,27.23,26.59,37.85,18.41,17.61,19.11,22.26,8.54,5.15,5.34,5.47,7.75,9.65,8.59,4.72,3.83,5,13.37,13.73,6,34.83,31.7,2.2,93.74,72.69,9.67,0,20.41,5.74,0,95.07,Y,Y,Y,Y,0,0,1,0,1,2
PB Fintech.,145.27,74790.63,1.13,-8.95,-8.46,-10.44,,,730.52,843.42,843.42,843.42,843.42,57.1,47.51,,,26,14.87,,,43.61,3,12.6,19.77,7,1.87,-19.08,0,0,0,31.44,0,20.32,7.29,0.04,5.46,N,Y,N,Y,0,0,0,0,1,1
Coforge,54.52,51619.98,24.09,25.13,24.82,23,22.1,20.74,65.48,41.8,37.62,32.18,22.8,25.33,20.08,18.47,14.82,19.03,14.59,17.12,13.31,4.48,4,8.63,5.09,5,9.1,9.79,0.98,58.13,0,9.75,0,8.9,1.44,0.18,9.08,Y,Y,N,N,0,0,0,0,1,1
Tata Elxsi,-8.04,43539.15,34.47,41.07,37.35,34.68,34.81,35.39,53.3,62.06,59.5,53.37,35.66,24.83,17.34,16.26,16.49,29.39,22.42,24.2,26.55,2.38,3,17.51,11.76,4,22.28,24.07,1,55.03,43.91,35.04,0,26.06,5.24,0.08,54.68,N,Y,N,N,0,0,0,0,1,1
Tata Technolog.,,41031.34,21.88,23.68,21.89,19.02,,,63.14,62.5,62.5,62.5,62.5,29.05,11.7,,,,,,,4.64,3,12.74,8,5,13.28,14.14,0.83,60.01,55.22,37.72,0,14.42,1.8,0.08,48.65,Y,N,Y,N,0,0,0,0,1,1
KPIT Technologi.,21.72,37656.39,31.19,25.7,27.01,22.86,,,51.86,68.52,57.72,53.86,53.86,33.76,50.01,,,61.29,49.45,,,1.05,5,15.06,6.96,9,12.24,11.48,0.49,30.56,39.47,21.11,0,16,1.25,0.14,20.7,N,Y,N,Y,0,1,0,0,0,1
Firstsour.Solu.,113.17,23449.06,14.55,15.95,16.15,15.49,15.31,14.75,44.75,19.23,17.53,15.11,11.72,7.66,10.61,8.6,7.39,3.62,6.12,8.83,9.8,6.85,1,6.33,3.55,6,8.12,8.47,1.05,47.39,53.66,15,0,8.89,0.92,0.41,6.85,Y,Y,N,N,0,0,0,0,1,1
Affle India,40.38,20551.31,15,18.51,18.56,21.17,,,64.69,62.16,66.45,65.82,65.82,52.78,49.18,,,26.1,39.44,,,1.49,4,8.22,10.51,3,16.13,17.12,0,0,55.09,13.7,0,12.63,3.07,0.07,19.91,Y,Y,N,N,0,0,0,0,1,1
Cyient,9.78,19951.71,18.84,16.56,17.61,16.12,16.77,17.19,28.74,26.27,22.42,18.96,17.55,20.04,9.13,10.36,12.47,25.66,9.11,10.84,10.68,3.31,4,3.88,2.77,7,10.48,9.06,1.67,48.77,23.15,17.92,0,7.08,2.4,0.11,9.37,Y,Y,Y,Y,0,0,1,0,0,1
Newgen Software,102.67,17199.07,22.72,19.72,21.57,20.16,20.43,20.12,62.59,28.62,22.08,22.52,22.52,23.01,15.53,16.8,17.14,26.22,19.46,25.7,-2.39,3.19,4,14.22,13.62,8,20.7,18.78,0.33,23.56,54.3,16.52,0,20.87,4.11,0.03,80.21,Y,Y,N,Y,0,1,1,0,1,3
Sonata Software,-0.98,16348.77,30.34,37.68,34.85,34.65,34.14,33.66,39.55,28.92,23.97,19.25,15.08,26.77,23.81,20.24,18.59,19.31,11.2,15.68,18.73,3.53,4,11.63,1.79,4,4.77,6.07,1.36,102.54,28.17,35.32,0,7.83,0.89,0.54,8.4,Y,Y,N,N,0,0,0,0,0,0
Birlasoft Ltd,5.3,15798.05,22.48,12.92,18.34,16.91,16.47,16.74,25.53,28.08,25.58,20.28,11.72,14.07,15.66,6.85,6.96,24.62,18.07,10.62,6.07,1.4,4,4.86,2.92,7,11.7,6.78,1.14,28.76,40.86,23.15,0,9.67,3.82,0.04,40.59,N,Y,N,Y,1,0,0,0,1,2
Zensar Tech.,42.29,15563.33,19.96,11.18,16.02,15.29,15.41,16.54,24,21.89,21.55,20.71,16.74,9.04,4.33,6.99,7.7,25.3,17.06,15.56,10.31,1.39,4,4.2,3.09,7,13.31,6.53,1.31,30.65,49.13,16.98,0,8.38,3.29,0.04,48.95,Y,Y,Y,Y,1,0,1,0,1,3
BLS Internat.,51.47,15370.29,31.09,29.53,28.4,24.69,25.83,,42.91,43.04,35.02,26.45,29.85,51.91,15.84,14.88,,83.83,32.95,29.81,,1.3,5,12.73,8.61,6,19.39,13.6,0.27,13.15,70.38,18.87,0,18.91,7.52,0.03,98.92,N,Y,N,Y,0,0,0,0,1,1
eClerx Services,42.22,13593.75,25.41,29.29,27.1,23.69,22.81,25.16,26.27,19.9,17.48,17.23,17.03,23.2,15.38,11.92,13.28,26.31,21.29,8.15,9.27,1.52,5,6.05,4.5,6,17.22,18.17,0.04,0.94,53.81,10.42,0,10.88,4.13,0.12,28.61,Y,Y,N,N,1,0,0,0,1,2
Happiest Minds,-7.61,11705.36,21.28,28.93,25.84,30.16,28.72,25.23,50.67,61.2,60.72,60.72,60.72,24.62,20.06,19.2,24.04,13.37,11.93,46.96,10.39,1.05,2,7.94,7.87,5,16.61,16.24,0.75,34.95,44.23,44.61,1.76,11.47,3.19,0.35,7.13,N,Y,N,Y,1,0,0,0,0,1
Intellect Design,18.56,10552.81,14.66,13.83,16.22,15.02,14.25,,37.13,30.33,32.68,32.64,32.64,18.73,11.57,15.51,,6.71,19.31,40.03,,1.84,2,4.11,4.37,7,13.21,12.05,0.46,14.91,30.05,36.41,0,7.36,2.33,0.03,112.78,Y,Y,Y,Y,1,0,0,0,0,1
C.E. Info System,-3.86,10528.16,20.59,19.74,19.93,19.73,,,76.54,72.46,72.46,72.46,72.46,35.52,22.91,,,-43.23,-15.18,,,1.74,4,15.88,26.89,6,32.7,34.74,0.18,14.12,51.67,36.14,0,23.89,2.12,0.04,63.21,Y,Y,Y,N,0,0,0,0,1,1
Tanla Platforms,-25.57,9811.31,31.71,31.2,35.81,29.77,24.63,20.04,18.11,23.94,28.58,25.57,27.06,18.82,31.37,31.45,43.7,16.09,81.24,40.33,45.59,0.21,4,4.66,2.45,6,13.96,13.35,1.65,29.44,44.12,40.43,0,8.26,2.2,0.03,105.41,N,Y,N,Y,1,0,0,0,0,1
Route Mobile,-4.53,9492.89,18.22,18.73,17.47,18.9,19.53,,26.66,30.45,41.82,41.82,41.82,41.96,36.64,36.42,,35.8,39,24.92,,0.59,3,4.05,2.23,3,9.32,9.33,0.73,18.41,74.9,12.29,0,7.07,2.18,0.24,13.2,N,Y,N,N,1,0,0,0,1,2
Latent View,4.41,9161.75,12.24,13.8,13.46,15.1,,,55.51,55.1,55.1,55.1,55.1,27.95,17.35,,23.41,-58.88,-35.69,,-9.78,2.42,4,6.66,13.64,4,24.66,28.62,0,0,65.39,28.3,0,12.88,13.5,0.02,72.15,Y,Y,Y,N,0,0,0,0,1,1
Aurionpro Sol.,93.67,8425.31,19.72,21.76,20.21,10.12,12.22,11.36,51.21,23.53,10.11,9.18,7.83,33.38,11.19,8.76,3.18,49.39,15.04,32.94,5.45,3.02,4,6.16,8.28,5,16.08,15.45,0.16,4.38,26.88,57.74,0,10.23,3.15,0.02,20.22,Y,Y,Y,Y,0,0,1,0,0,1
Rategain Travel,13.67,8366.94,13.44,10.15,10.08,6.59,,,50.45,73.3,73.3,73.3,73.3,56.27,29.62,,,26.52,-37.97,,,0.67,4,5.76,8.35,8,15.17,11.93,0,0,48.25,20.96,0,10.59,4.67,0.01,161.45,N,Y,Y,Y,1,0,0,0,1,2
Mastek,22.88,8154.89,15.93,19.91,20.32,20.4,19.39,16.84,22.19,25.58,21.26,17.58,17.87,21.06,24.21,27.42,12.71,6.32,19.63,32.01,16.15,0.86,4,3.57,2.51,4,10.18,11.33,0.72,19.51,36.23,45.22,0,6.06,1.64,0.29,10.81,N,Y,N,N,1,0,0,0,0,1
Black Box,82.26,7563.38,42.51,16.47,32.62,,,,39.23,35.58,31.23,29.16,31.53,10.36,27.66,34.73,23.28,3.47,72.15,71.77,9.91,0.52,3,15.72,1.23,5,2.63,0.71,0,0,71.06,25.41,8.93,7.39,1.01,1.48,2.55,Y,Y,N,Y,0,0,0,0,1,1
Infibeam Avenues,46.87,7324.29,4.71,4.09,3.92,3.6,3.69,3.66,36.6,40.74,44,43.6,56.89,67.4,22.3,32.54,31.36,28.55,11.33,15.69,18.41,2.95,4,2.11,2.3,6,4.92,6.38,0.19,8.8,27.43,65.21,0,4.08,1.39,0.02,87.42,N,Y,N,N,0,0,0,0,0,0
eMudhra,98.76,7294.88,14.38,22.48,19.18,19.08,,,94.46,56.29,56.29,56.29,56.29,41.54,29.72,,,54.07,27.47,,,2.97,3,11.12,18.91,4,20.54,24.6,0.14,13.46,54.4,26.17,0,18.33,5.71,0.01,33.07,Y,Y,Y,N,0,0,0,0,1,1
Protean eGov,,7203.01,10.91,13.01,12.97,13.63,,,81.49,48.23,48.23,48.23,48.23,13.49,3.14,,,2.94,-4.89,,,-17.41,1,7.76,8.39,5,11.04,14.44,0.56,41.58,0,64.43,0,12.07,1.89,0.02,59.07,Y,N,N,N,0,0,0,0,0,0
E2E Networks,661.83,5972.9,36.37,22.58,27.85,13.37,14.24,,190.22,51.68,47.65,35.17,35.17,38.83,22.86,18.21,,152.32,68.92,-28.84,,2.74,5,12.25,41.99,5,23.15,14.98,0,0,51.56,40.83,0,14.34,3.72,0.37,5.25,Y,Y,N,Y,0,0,1,0,0,1
R Systems Intl.,-3.97,5669.1,24.28,27.73,27.64,25.15,22.65,22.71,39.86,26.88,21.46,20.12,18.41,24.14,19.2,16.22,10.95,19.47,23.61,16.46,11.01,1.78,4,9.4,3.29,5,8.34,9.2,1.25,57.41,51.93,45.95,0,10.41,1.99,0.12,19.09,Y,Y,N,N,1,0,0,0,0,1
Network People,326.23,5384.66,63.69,25.82,42.83,39.94,,,106.99,81.39,78.12,78.12,78.12,102.59,47.96,,,160.64,25.78,,,1.29,6,93.48,26.83,9,21.53,16.05,0,0,67.55,32.34,0,119.33,3.95,0,3343.5,Y,Y,Y,Y,0,0,1,0,1,2
TCS,21.09,1468057.1,51.51,46.92,47.4,43.77,40.73,39.78,30.49,30.71,30.87,29.05,26.13,13.63,10.46,10.74,11.4,12.67,9,9.86,10.24,3.71,2,14.46,5.9,7,19.42,18.75,1.36,57.56,71.77,4.66,0.28,18.94,2.62,0.09,83.05,N,Y,N,Y,0,1,0,0,1,2
Infosys,34.9,773150.5,31.83,31.82,30.9,29.19,27.72,26.69,28.69,27.58,27.4,24.14,21.13,15.22,13.2,12.24,11.85,11.45,12.38,10.65,10.4,2.55,3,8.55,4.92,6,16.95,16.35,2.04,72.63,14.43,14.01,0,12.03,2.19,0.1,82.79,Y,Y,N,Y,0,0,0,0,1,1
HCL Technologies,46,502665.75,23.3,23,22.79,22.36,22.94,23.95,29.87,22.41,21.06,19.54,16.89,13.4,12.71,12.71,15.69,12.31,9.27,9.69,14.8,3.22,3,7.3,4.41,7,14.18,14.43,2.81,89.91,60.81,4.53,0,11.4,2.73,0.08,36.6,Y,Y,Y,N,0,1,0,0,1,2
Wipro,42.13,284305.09,14.31,15.86,16.59,17.25,17.11,17.87,24.22,20.58,20.48,19.26,17.92,13.17,8.75,7.12,7.53,1.89,6.91,6.86,5.76,6.24,5,3.49,3.21,8,12.21,12.55,0.18,4.73,72.8,11.1,0,6.25,2.69,0.24,12.82,Y,Y,N,N,0,0,0,0,1,1
LTIMindtree,14.16,174843.29,25.03,28.55,29.05,29.25,29.76,30.64,37.57,33.49,33.04,27.58,26.03,42.13,30.33,27.45,21.85,11.77,12.11,15.61,-6.68,1.52,3,8.3,4.79,3,12.91,13.29,1.1,41.99,68.6,9.09,0,13.36,3.47,0.11,23.86,Y,Y,N,N,1,0,0,0,1,2
Tech Mahindra,53.18,167928.81,8.63,17.62,15.82,16.8,17.82,18.49,51.31,27.3,23.27,19.85,19.03,11.16,8.4,8.62,10.71,-18.73,-11.12,-2.48,-2.61,-4.56,4,6.35,3.21,6,4.61,9.11,2.33,149.73,35.03,10.23,0,9.06,1.85,0.08,14.5,Y,Y,Y,N,1,0,0,0,1,2
Persistent Sys,86.43,88380.98,23.99,25.32,23.74,21.14,19.84,19.56,71.69,47.33,40.13,34.64,20.75,32.86,23.88,19.16,19.39,35.6,27.89,20.42,16.29,2.66,5,15.76,8.24,6,10.9,11.12,0.46,36.63,30.66,16.96,0,20.37,1.95,0.1,30.89,Y,Y,N,N,0,0,0,0,1,1
Mphasis,43.83,57544.15,18.44,21.86,20.37,20.41,19.61,17.64,36.09,28.77,26.53,24.36,20.82,10.95,11.43,11.82,17.74,7.86,7.25,11.52,18.71,4.77,3,6.64,4.2,4,11.62,11.78,1.81,66.86,40.32,4.54,0,9.56,1.64,0.21,11.99,Y,Y,N,N,0,0,0,0,1,1
L&T Technology,23.8,54723.2,25.79,27.32,25.91,26.04,26.78,29.32,43.57,40.72,39.04,35.48,31.08,20.47,12.99,15.78,52.67,21.62,10.89,14.32,68.66,3.87,3,10.3,6.03,5,13.75,14.14,0.97,42.11,73.69,8.24,0,14.04,2.64,0.12,36.03,Y,Y,N,N,0,0,0,0,1,1
Netweb Technol.,234.21,14159.06,29.32,68.01,40.27,40.3,,,146.23,146.03,146.03,146.03,146.03,71.8,41.02,,,-2.62,23.18,,,1.54,5,31.05,15.4,4,10.46,10.55,0.08,14.85,71.39,10.89,0,34.02,1.58,0.02,22.43,Y,N,Y,N,0,0,0,1,1,2
